"LOCATION";"INDICATOR";"SUBJECT";"MEASURE";"FREQUENCY";"TIME";"Value";"Flag Codes"
"CRI";"M1";"TOT";"IDX2015";"A";"2002";14.37509;
"CRI";"M1";"TOT";"IDX2015";"A";"2003";17.35774;
"CRI";"M1";"TOT";"IDX2015";"A";"2004";22.59781;
"CRI";"M1";"TOT";"IDX2015";"A";"2005";28.22389;
"CRI";"M1";"TOT";"IDX2015";"A";"2006";33.93626;
"CRI";"M1";"TOT";"IDX2015";"A";"2007";43.30312;
"CRI";"M1";"TOT";"IDX2015";"A";"2008";56.3746;
"CRI";"M1";"TOT";"IDX2015";"A";"2009";59.60394;
"CRI";"M1";"TOT";"IDX2015";"A";"2010";64.48623;
"CRI";"M1";"TOT";"IDX2015";"A";"2011";70.91505;
"CRI";"M1";"TOT";"IDX2015";"A";"2012";74.56104;
"CRI";"M1";"TOT";"IDX2015";"A";"2013";81.51852;
"CRI";"M1";"TOT";"IDX2015";"A";"2014";94.10937;
"CRI";"M1";"TOT";"IDX2015";"A";"2015";100;
"CRI";"M1";"TOT";"IDX2015";"A";"2016";113.197;
"CRI";"M1";"TOT";"IDX2015";"A";"2017";120.0659;
"CRI";"M1";"TOT";"IDX2015";"A";"2018";125.8508;
"CRI";"M1";"TOT";"IDX2015";"A";"2019";132.9405;
"IND";"M1";"TOT";"IDX2015";"A";"2000";14.89199;
"IND";"M1";"TOT";"IDX2015";"A";"2001";16.55491;
"IND";"M1";"TOT";"IDX2015";"A";"2002";18.46166;
"IND";"M1";"TOT";"IDX2015";"A";"2003";21.01543;
"IND";"M1";"TOT";"IDX2015";"A";"2004";24.76314;
"IND";"M1";"TOT";"IDX2015";"A";"2005";28.92486;
"IND";"M1";"TOT";"IDX2015";"A";"2006";35.09486;
"IND";"M1";"TOT";"IDX2015";"A";"2007";40.60561;
"IND";"M1";"TOT";"IDX2015";"A";"2008";47.54676;
"IND";"M1";"TOT";"IDX2015";"A";"2009";53.92194;
"IND";"M1";"TOT";"IDX2015";"A";"2010";63.78053;
"IND";"M1";"TOT";"IDX2015";"A";"2011";68.69508;
"IND";"M1";"TOT";"IDX2015";"A";"2012";74.85939;
"IND";"M1";"TOT";"IDX2015";"A";"2013";81.72264;
"IND";"M1";"TOT";"IDX2015";"A";"2014";90.38845;
"IND";"M1";"TOT";"IDX2015";"A";"2015";100;
"IND";"M1";"TOT";"IDX2015";"A";"2016";110.1217;
"IND";"M1";"TOT";"IDX2015";"A";"2017";112.0908;
"IND";"M1";"TOT";"IDX2015";"A";"2018";135.7128;
"IDN";"M1";"TOT";"IDX2015";"A";"2000";13.25959;
"IDN";"M1";"TOT";"IDX2015";"A";"2001";15.97713;
"IDN";"M1";"TOT";"IDX2015";"A";"2002";17.55188;
"IDN";"M1";"TOT";"IDX2015";"A";"2003";19.68133;
"IDN";"M1";"TOT";"IDX2015";"A";"2004";22.44134;
"IDN";"M1";"TOT";"IDX2015";"A";"2005";25.71301;
"IDN";"M1";"TOT";"IDX2015";"A";"2006";30.08963;
"IDN";"M1";"TOT";"IDX2015";"A";"2007";37.11485;
"IDN";"M1";"TOT";"IDX2015";"A";"2008";43.83781;
"IDN";"M1";"TOT";"IDX2015";"A";"2009";46.94918;
"IDN";"M1";"TOT";"IDX2015";"A";"2010";53.0934;
"IDN";"M1";"TOT";"IDX2015";"A";"2011";63.01925;
"IDN";"M1";"TOT";"IDX2015";"A";"2012";75.37464;
"IDN";"M1";"TOT";"IDX2015";"A";"2013";84.15767;
"IDN";"M1";"TOT";"IDX2015";"A";"2014";90.37074;
"IDN";"M1";"TOT";"IDX2015";"A";"2015";100;
"IDN";"M1";"TOT";"IDX2015";"A";"2016";111.8954;
"IDN";"M1";"TOT";"IDX2015";"A";"2017";127.7443;
"IDN";"M1";"TOT";"IDX2015";"A";"2018";139.1863;
"ISR";"M1";"TOT";"IDX2015";"A";"2000";9.747102;
"ISR";"M1";"TOT";"IDX2015";"A";"2001";11.09332;
"ISR";"M1";"TOT";"IDX2015";"A";"2002";12.87263;
"ISR";"M1";"TOT";"IDX2015";"A";"2003";12.91879;
"ISR";"M1";"TOT";"IDX2015";"A";"2004";15.1847;
"ISR";"M1";"TOT";"IDX2015";"A";"2005";17.794;
"ISR";"M1";"TOT";"IDX2015";"A";"2006";20.33871;
"ISR";"M1";"TOT";"IDX2015";"A";"2007";23.39862;
"ISR";"M1";"TOT";"IDX2015";"A";"2008";26.73379;
"ISR";"M1";"TOT";"IDX2015";"A";"2009";39.90231;
"ISR";"M1";"TOT";"IDX2015";"A";"2010";45.40954;
"ISR";"M1";"TOT";"IDX2015";"A";"2011";47.27584;
"ISR";"M1";"TOT";"IDX2015";"A";"2012";49.49953;
"ISR";"M1";"TOT";"IDX2015";"A";"2013";55.69439;
"ISR";"M1";"TOT";"IDX2015";"A";"2014";67.85715;
"ISR";"M1";"TOT";"IDX2015";"A";"2015";100;
"ISR";"M1";"TOT";"IDX2015";"A";"2016";124.561;
"ISR";"M1";"TOT";"IDX2015";"A";"2017";141.9975;
"ISR";"M1";"TOT";"IDX2015";"A";"2018";160.0747;
"ISR";"M1";"TOT";"IDX2015";"A";"2019";172.3141;
"RUS";"M1";"TOT";"IDX2015";"A";"2000";4.556386;
"RUS";"M1";"TOT";"IDX2015";"A";"2001";6.924253;
"RUS";"M1";"TOT";"IDX2015";"A";"2002";9.329021;
"RUS";"M1";"TOT";"IDX2015";"A";"2003";13.08839;
"RUS";"M1";"TOT";"IDX2015";"A";"2004";18.65489;
"RUS";"M1";"TOT";"IDX2015";"A";"2005";24.23289;
"RUS";"M1";"TOT";"IDX2015";"A";"2006";32.58963;
"RUS";"M1";"TOT";"IDX2015";"A";"2007";44.78458;
"RUS";"M1";"TOT";"IDX2015";"A";"2008";55.1064;
"RUS";"M1";"TOT";"IDX2015";"A";"2009";51.84825;
"RUS";"M1";"TOT";"IDX2015";"A";"2010";64.12872;
"RUS";"M1";"TOT";"IDX2015";"A";"2011";77.25809;
"RUS";"M1";"TOT";"IDX2015";"A";"2012";87.55467;
"RUS";"M1";"TOT";"IDX2015";"A";"2013";94.82538;
"RUS";"M1";"TOT";"IDX2015";"A";"2014";101.4016;
"RUS";"M1";"TOT";"IDX2015";"A";"2015";100;
"RUS";"M1";"TOT";"IDX2015";"A";"2016";108.582;
"RUS";"M1";"TOT";"IDX2015";"A";"2017";117.1518;
"RUS";"M1";"TOT";"IDX2015";"A";"2018";130.6387;
"ZAF";"M1";"TOT";"IDX2015";"A";"2000";19.85736;
"ZAF";"M1";"TOT";"IDX2015";"A";"2001";21.76143;
"ZAF";"M1";"TOT";"IDX2015";"A";"2002";25.93628;
"ZAF";"M1";"TOT";"IDX2015";"A";"2003";26.47052;
"ZAF";"M1";"TOT";"IDX2015";"A";"2004";30.54467;
"ZAF";"M1";"TOT";"IDX2015";"A";"2005";34.90224;
"ZAF";"M1";"TOT";"IDX2015";"A";"2006";42.08773;
"ZAF";"M1";"TOT";"IDX2015";"A";"2007";50.4768;
"ZAF";"M1";"TOT";"IDX2015";"A";"2008";56.62848;
"ZAF";"M1";"TOT";"IDX2015";"A";"2009";57.29804;
"ZAF";"M1";"TOT";"IDX2015";"A";"2010";62.48472;
"ZAF";"M1";"TOT";"IDX2015";"A";"2011";67.44759;
"ZAF";"M1";"TOT";"IDX2015";"A";"2012";73.68642;
"ZAF";"M1";"TOT";"IDX2015";"A";"2013";81.85352;
"ZAF";"M1";"TOT";"IDX2015";"A";"2014";91.02569;
"ZAF";"M1";"TOT";"IDX2015";"A";"2015";100;
"ZAF";"M1";"TOT";"IDX2015";"A";"2016";111.396;
"ZAF";"M1";"TOT";"IDX2015";"A";"2017";122.504;
"ZAF";"M1";"TOT";"IDX2015";"A";"2018";128.0623;
"OECD";"M1";"TOT";"IDX2015";"A";"2000";28.5328;
"OECD";"M1";"TOT";"IDX2015";"A";"2001";31.07184;
"OECD";"M1";"TOT";"IDX2015";"A";"2002";35.05837;
"OECD";"M1";"TOT";"IDX2015";"A";"2003";38.24948;
"OECD";"M1";"TOT";"IDX2015";"A";"2004";41.53373;
"OECD";"M1";"TOT";"IDX2015";"A";"2005";44.17343;
"OECD";"M1";"TOT";"IDX2015";"A";"2006";46.68903;
"OECD";"M1";"TOT";"IDX2015";"A";"2007";48.34607;
"OECD";"M1";"TOT";"IDX2015";"A";"2008";51.09713;
"OECD";"M1";"TOT";"IDX2015";"A";"2009";56.81594;
"OECD";"M1";"TOT";"IDX2015";"A";"2010";61.05111;
"OECD";"M1";"TOT";"IDX2015";"A";"2011";67.96037;
"OECD";"M1";"TOT";"IDX2015";"A";"2012";74.98517;
"OECD";"M1";"TOT";"IDX2015";"A";"2013";82.3221;
"OECD";"M1";"TOT";"IDX2015";"A";"2014";90.70054;
"OECD";"M1";"TOT";"IDX2015";"A";"2015";100;
"OECD";"M1";"TOT";"IDX2015";"A";"2016";109.6019;
"OECD";"M1";"TOT";"IDX2015";"A";"2017";120.0531;
"OECD";"M1";"TOT";"IDX2015";"A";"2018";127.5231;
"OECD";"M1";"TOT";"IDX2015";"A";"2019";134.3362;
"OECDE";"M1";"TOT";"IDX2015";"A";"2000";16.89676;
"OECDE";"M1";"TOT";"IDX2015";"A";"2001";19.86309;
"OECDE";"M1";"TOT";"IDX2015";"A";"2002";22.72057;
"OECDE";"M1";"TOT";"IDX2015";"A";"2003";26.31899;
"OECDE";"M1";"TOT";"IDX2015";"A";"2004";30.8416;
"OECDE";"M1";"TOT";"IDX2015";"A";"2005";35.37089;
"OECDE";"M1";"TOT";"IDX2015";"A";"2006";41.3185;
"OECDE";"M1";"TOT";"IDX2015";"A";"2007";45.89328;
"OECDE";"M1";"TOT";"IDX2015";"A";"2008";51.34062;
"OECDE";"M1";"TOT";"IDX2015";"A";"2009";55.5302;
"OECDE";"M1";"TOT";"IDX2015";"A";"2010";61.44857;
"OECDE";"M1";"TOT";"IDX2015";"A";"2011";66.39773;
"OECDE";"M1";"TOT";"IDX2015";"A";"2012";69.9275;
"OECDE";"M1";"TOT";"IDX2015";"A";"2013";78.33321;
"OECDE";"M1";"TOT";"IDX2015";"A";"2014";87.24026;
"OECDE";"M1";"TOT";"IDX2015";"A";"2015";100;
"OECDE";"M1";"TOT";"IDX2015";"A";"2016";113.1072;
"OECDE";"M1";"TOT";"IDX2015";"A";"2017";127.6273;
"OECDE";"M1";"TOT";"IDX2015";"A";"2018";139.8764;
"EA19";"M1";"TOT";"IDX2015";"A";"2000";31.76884;
"EA19";"M1";"TOT";"IDX2015";"A";"2001";34.03704;
"EA19";"M1";"TOT";"IDX2015";"A";"2002";36.66444;
"EA19";"M1";"TOT";"IDX2015";"A";"2003";40.59911;
"EA19";"M1";"TOT";"IDX2015";"A";"2004";44.41516;
"EA19";"M1";"TOT";"IDX2015";"A";"2005";50.41;
"EA19";"M1";"TOT";"IDX2015";"A";"2006";56.12431;
"EA19";"M1";"TOT";"IDX2015";"A";"2007";59.88838;
"EA19";"M1";"TOT";"IDX2015";"A";"2008";61.39625;
"EA19";"M1";"TOT";"IDX2015";"A";"2009";67.67278;
"EA19";"M1";"TOT";"IDX2015";"A";"2010";73.49225;
"EA19";"M1";"TOT";"IDX2015";"A";"2011";75.09701;
"EA19";"M1";"TOT";"IDX2015";"A";"2012";78.20531;
"EA19";"M1";"TOT";"IDX2015";"A";"2013";83.2767;
"EA19";"M1";"TOT";"IDX2015";"A";"2014";88.37497;
"EA19";"M1";"TOT";"IDX2015";"A";"2015";100;
"EA19";"M1";"TOT";"IDX2015";"A";"2016";109.1287;
"EA19";"M1";"TOT";"IDX2015";"A";"2017";118.3539;
"EA19";"M1";"TOT";"IDX2015";"A";"2018";126.8895;
"EA19";"M1";"TOT";"IDX2015";"A";"2019";136.573;
